3000,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,626.24,626.24,626.24,626.24,626.24,626.24,628.12,628.12,628.12,630,630,630,630,630,630,630,630,630,630,630,630
746.4,630,630,630,630,630,630,630,630,630,630,630,630,628.12,628.12,628.12,626.24,626.24,626.24,626.24,626.24,626.24,628.12,628.12,628.12,628.12,628.12,628.12,628.12,628.12,628.12,630,630,630,630,630,630
500,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590
